session_id,participant_id,status,started_datetime,completed_date_time,time_taken,age,num_approvals,num_rejections,prolific_score,reviewed_at_datetime,entered_code,Nationality,Employment Status,First Language,Country of Birth,Sex,Political Spectrum (US),Current Country of Residence,Student Status
5dd4d94c523df04a5dbcbca8,5d21a5e877af8600010583c9,AWAITING REVIEW,2019-11-20 06:12:32.379000,2019-11-20 06:14:38.551000,126.172,38,43,5,84,,4D8547F3,United States,,English,United States,Male,Conservative,United States,No
5dd4d98ca4aa264af6e70d90,5cdb3e9caa4e2a00019a16bc,AWAITING REVIEW,2019-11-20 06:13:46.878000,2019-11-20 06:16:23.565000,156.687,47,193,0,100,,4D8547F3,United States,Other,English,United States,Male,Conservative,United States,No
5dd4d990194e48497c10d191,5bcd9a528391630001494521,AWAITING REVIEW,2019-11-20 06:13:36.282000,2019-11-20 06:16:21.950000,165.668,38,365,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,Japan,No
5dd4d9b6367c6d4a3f3f9d7e,5d094021c79e5a001a796b43,AWAITING REVIEW,2019-11-20 06:14:14.702000,2019-11-20 06:19:26.810000,312.108,34,231,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4d9c18a3c5e4a9f18f9c3,5d89b537f7d109001a8f9c68,AWAITING REVIEW,2019-11-20 06:14:28.113000,2019-11-20 06:24:24.890000,596.777,46,59,0,100,,4D8547F3,United Kingdom,Part-Time,English,United Kingdom,Female,Conservative,United Kingdom,No
5dd4d9c811b0bd4ab99e9f62,55b9a9b0fdf99b6906d2aba4,AWAITING REVIEW,2019-11-20 06:14:35.250000,2019-11-20 06:22:23.980000,468.73,64,1595,1,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,Conservative,United States,No
5dd4d9ebe0b21b4ae9468a0b,56ce6383465e58000d84710d,AWAITING REVIEW,2019-11-20 06:15:07.277000,2019-11-20 06:18:36.672000,209.395,29,99,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4d9ed523df04a5dbcbca9,5c5f95cf4fff5700017ecc6b,AWAITING REVIEW,2019-11-20 06:15:37.365000,2019-11-20 06:19:20.892000,223.527,23,85,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Female,Conservative,United States,No
5dd4da00a9ead04a85afcd0d,5c5ac2869d974300015d81fc,AWAITING REVIEW,2019-11-20 06:15:28.023000,2019-11-20 06:24:17.707000,529.684,33,403,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4da1fca74664af2518383,5d4d038ec270cd001931da3e,AWAITING REVIEW,2019-11-20 06:16:02.932000,2019-11-20 06:18:18.733000,135.801,29,141,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4da3a41afe84a26811718,57dd1a741334540001170404,AWAITING REVIEW,2019-11-20 06:16:28.452000,2019-11-20 06:18:34.932000,126.48,42,452,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4da6a19eecb4abefff826,59af1b568d02850001a6bbac,AWAITING REVIEW,2019-11-20 06:17:18.881000,2019-11-20 06:18:09.152000,50.271,44,128,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4da96e08a364a80ee8211,574eab79c18847000e071119,AWAITING REVIEW,2019-11-20 06:18:02.502000,2019-11-20 06:36:52.502000,1130.0,38,674,0,100,,4D8547F3,United States,Part-Time,English,United States,Female,Conservative,United States,No
5dd4daa39740544a71844bd5,5c19a630257db80001a2b3a8,AWAITING REVIEW,2019-11-20 06:18:13.929000,2019-11-20 06:32:56.941000,883.012,64,452,2,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4dab5794e104a949a5f0f,5c36e0c5e38bc40001f82a4d,AWAITING REVIEW,2019-11-20 06:18:38.563000,2019-11-20 06:23:24.748000,286.185,37,438,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4dabf57534749f4ebca59,570b8aa8b9b52b00102d97f2,AWAITING REVIEW,2019-11-20 06:19:09.648000,2019-11-20 06:24:55.257000,345.609,66,868,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4dacd2091e94ae11421c6,5d84398b58ceda0019482646,AWAITING REVIEW,2019-11-20 06:18:53.878000,2019-11-20 06:21:16.219000,142.341,36,111,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4daec1042004ad173909c,5d4686c336bf400015d3fd14,AWAITING REVIEW,2019-11-20 06:19:32.071000,2019-11-20 06:24:24.468000,292.397,29,173,1,100,,4D8547F3,United States,Part-Time,English,United States,Female,Conservative,United States,No
5dd4db08c925a84a514be842,5befb6e27c387400016983bf,AWAITING REVIEW,2019-11-20 06:19:52.575000,2019-11-20 06:24:15.322000,262.747,33,310,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4db314d58a04b8707e0d3,5b8b14d65548a50001e5f7f3,AWAITING REVIEW,2019-11-20 06:23:52.462000,2019-11-20 06:27:48.741000,236.279,35,388,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4db649dac7c4a9f70ddfb,5cecb84b41b4310018eb2644,AWAITING REVIEW,2019-11-20 06:21:33.358000,2019-11-20 06:33:36.485000,723.127,19,192,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,No
5dd4db68523df04a5dbcbcae,5d8c3c1e118a2300150b87e9,AWAITING REVIEW,2019-11-20 06:21:30.695000,2019-11-20 06:25:31.536000,240.841,18,42,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,Yes
5dd4db6b7982974a7980a15b,5aedec6e76b763000132f75e,AWAITING REVIEW,2019-11-20 06:21:36.521000,2019-11-20 06:23:48.037000,131.516,36,701,3,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4db77f01cbe49c312c31c,5c800507a1d4b900114f28c4,AWAITING REVIEW,2019-11-20 06:21:43.326000,2019-11-20 06:24:17.612000,154.286,28,402,2,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,No
5dd4db84ad0a614a377758ea,5dc36aef70d51c272b81f072,AWAITING REVIEW,2019-11-20 06:22:03.018000,2019-11-20 06:25:05.819000,182.801,31,12,1,98,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,,No
5dd4db8b070fdc4a7deefa73,5d5defd586ed58000184fe02,AWAITING REVIEW,2019-11-20 06:22:05.362000,2019-11-20 06:24:32.183000,146.821,24,4,0,100,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,United States,No
5dd4dba5a9ead04b2f1cbc6c,58c376f9efb64f0001358464,AWAITING REVIEW,2019-11-20 06:22:32.532000,2019-11-20 06:27:13.821000,281.289,46,612,10,97,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,Yes
5dd4dba9f01cbe4967dc2632,5d563cb2e1e744001613275b,AWAITING REVIEW,2019-11-20 06:22:35.968000,2019-11-20 06:27:16.811000,280.843,26,77,2,98,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,Yes
5dd4dbb649f6074adf3ec0fe,5dc59df162ec5041c3e8807a,AWAITING REVIEW,2019-11-20 06:22:50.673000,2019-11-20 06:30:57.184000,486.511,29,32,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,,No
5dd4dbef5686c14a6279295a,5c3388fa01439b0001a0adfe,AWAITING REVIEW,2019-11-20 06:23:48.155000,2019-11-20 06:27:22.715000,214.56,36,351,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4dbfd9ca8a34b04439f3b,5db13524e28dd200143e0222,AWAITING REVIEW,2019-11-20 06:24:00.533000,2019-11-20 06:27:45.395000,224.862,28,100,3,98,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4dc26cc19204a19808d6e,5ce7b20479642d00197682ea,AWAITING REVIEW,2019-11-20 06:25:28.280000,2019-11-20 06:27:16.362000,108.082,43,228,0,100,,4D8547F3,United States,Part-Time,English,United States,Female,Conservative,United States,No
5dd4dc60cb9dd64a39fa12fe,5d3feaeb09e9ed00201d2108,AWAITING REVIEW,2019-11-20 06:25:38.706000,2019-11-20 06:33:24.466000,465.76,50,18,0,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4dc77d3ac2a4a5271f5f5,5996ad5c9845ef00014de423,AWAITING REVIEW,2019-11-20 06:26:03.185000,2019-11-20 06:36:41.729000,638.544,40,374,3,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4dc78710dfc4b01569a0a,5c6a3c721519ac0001668582,AWAITING REVIEW,2019-11-20 06:26:03.673000,2019-11-20 06:29:04.931000,181.258,19,211,0,100,,4D8547F3,United States,Other,English,Philippines,Male,Conservative,United States,Yes
5dd4dc88848b0f4a78986429,5c894440879a350014dedb02,AWAITING REVIEW,2019-11-20 06:26:16.361000,2019-11-20 06:28:30.415000,134.054,23,67,1,99,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,United States,Yes
5dd4dd11535a714b022e7a58,56a744ee5ad8d9000c970b07,AWAITING REVIEW,2019-11-20 06:28:36.785000,2019-11-20 06:32:52.191000,255.406,54,151,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4dd9c961cb34aee450719,5afdde7e59ae1e00017e6737,AWAITING REVIEW,2019-11-20 06:30:52.801000,2019-11-20 06:34:05.412000,192.611,26,415,4,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,Yes
5dd4ddd8568ca549f19ebc81,58e9538908dc910001901f6b,AWAITING REVIEW,2019-11-20 06:32:19.795000,2019-11-20 06:44:10.986000,711.191,56,616,4,100,,4D8547F3,United States,Other,English,United States,Female,Conservative,United States,No
5dd4ddec19eecb4abefff82b,5d546b473bbbbe001b43719c,AWAITING REVIEW,2019-11-20 06:32:28.843000,2019-11-20 06:33:52.155000,83.312,29,164,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4de27848b0f4a214cfc8f,5c7e843f9c3fc00016f4e5a1,AWAITING REVIEW,2019-11-20 06:33:15.381000,2019-11-20 06:35:32.802000,137.421,33,95,2,97,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4de687f1bbf4b03ab4503,5cc53bef8d2a1e000185c3a4,AWAITING REVIEW,2019-11-20 06:34:19.880000,2019-11-20 06:37:42.308000,202.428,33,107,1,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4deebdcec874b29c5bea2,5dcbb28b22dac4850e348b1e,AWAITING REVIEW,2019-11-20 06:36:35.759000,2019-11-20 06:38:38.878000,123.119,43,21,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4df03e9a0ba4a22c0a167,5d497f8d3c428d0017121681,AWAITING REVIEW,2019-11-20 06:36:54.936000,2019-11-20 06:43:23.667000,388.731,33,147,1,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4df41e0b21b4ae9468a12,5db3997a7b63f7000b63204d,AWAITING REVIEW,2019-11-20 06:37:58.740000,2019-11-20 06:40:30.867000,152.127,20,19,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,Yes
5dd4df61393bd34a2322d066,5dcf01214b0e0c0492f9c2ce,AWAITING REVIEW,2019-11-20 06:38:28.532000,2019-11-20 06:50:51.366000,742.834,25,9,1,96,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,,No
5dd4e0579ca8a34b04439f42,5cde1df1ed552600159dbf3f,AWAITING REVIEW,2019-11-20 06:42:33.318000,2019-11-20 06:47:03.470000,270.152,23,192,1,100,,4D8547F3,United States,Unemployed (and job seeking),Vietnamese,United States,Male,Conservative,United States,Yes
5dd4e07551db1c4b5f154bc0,5d4a862437e6030001f9f635,AWAITING REVIEW,2019-11-20 06:43:05.952000,2019-11-20 06:53:46.224000,640.272,32,17,1,97,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e08a40460e4a2314f91b,5d4b85df735654001787afc1,AWAITING REVIEW,2019-11-20 06:43:27.985000,2019-11-20 06:56:14.180000,766.195,32,35,1,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e093670d1a4a9deb3d52,58642f4de16d530001b34622,AWAITING REVIEW,2019-11-20 06:46:19.603000,2019-11-20 07:01:51.640000,932.037,59,644,3,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e0b892371d4b364550e6,5d4be6ccb79a4b001730b049,AWAITING REVIEW,2019-11-20 06:44:13.198000,2019-11-20 06:57:48.805000,815.607,34,59,1,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e0c2bca2e44af217c936,5d35ae1a44112200192b956c,AWAITING REVIEW,2019-11-20 06:44:22.476000,2019-11-20 06:51:45.388000,442.912,34,78,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e0d07160cb4aada99922,5c3c7908e0ea82000145e64f,AWAITING REVIEW,2019-11-20 06:44:38.172000,2019-11-20 06:56:15.874000,697.702,33,258,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,Yes
5dd4e0d89d9e304a39bee1e3,5d5cdee0121fc80015960d87,AWAITING REVIEW,2019-11-20 06:44:53.256000,2019-11-20 06:47:10.516000,137.26,20,138,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,No
5dd4e0ef8ed6bf4a1f5a21c6,5d35eb0a29cd130001c67ba3,AWAITING REVIEW,2019-11-20 06:45:06.173000,2019-11-20 06:46:38.346000,92.173,25,70,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4e21e96afdf4a5cb93324,5dc32687547c1f24648b7c23,AWAITING REVIEW,2019-11-20 06:50:10.866000,2019-11-20 06:53:12.081000,181.215,30,11,0,100,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,United States,No
5dd4e24783e3094a1144d80f,59d72a915cddae0001ff04c3,AWAITING REVIEW,2019-11-20 06:50:54.474000,2019-11-20 06:53:49.575000,175.101,42,404,0,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United Kingdom,No
5dd4e258e25acf4a9c70ee5c,5d13eb3feed3200019004458,AWAITING REVIEW,2019-11-20 06:51:33.554000,2019-11-20 06:55:12.608000,219.054,31,176,2,99,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4e4033c49374b9889d91e,5cb882d33f0af9000159e00f,AWAITING REVIEW,2019-11-20 06:58:20.848000,2019-11-20 07:05:03.682000,402.834,57,247,1,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4e456670d1a4a9deb3d54,5c0cb39d4bc2690001b63c09,AWAITING REVIEW,2019-11-20 06:59:34.208000,2019-11-20 07:00:14.883000,40.675,24,101,4,96,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e4774fee994a559ebd27,5c7cf8b58ca9000001b52f6e,AWAITING REVIEW,2019-11-20 07:06:11.658000,2019-11-20 07:13:19.244000,427.586,28,255,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Male,Conservative,United States,No
5dd4e58cd2c3e0499488e4b8,5d6d73808961b000011473ba,AWAITING REVIEW,2019-11-20 07:10:30.078000,2019-11-20 07:23:51.313000,801.235,37,191,2,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e6b5f85b504b353325f0,5bad0eecf91cc300010cc978,AWAITING REVIEW,2019-11-20 07:09:41.336000,2019-11-20 07:15:39.925000,358.589,49,36,1,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e7066d52254aeaa4f998,5d5a87cdb8d49300195674d6,AWAITING REVIEW,2019-11-20 07:11:06.234000,2019-11-20 07:16:58.872000,352.638,23,38,0,100,,4D8547F3,United States,Due to start a new job within the next month,English,United States,Female,Conservative,Italy,Yes
5dd4e72f4b0e0c4a86390e81,5d6fd81dba96c60001bc2592,AWAITING REVIEW,2019-11-20 07:11:47.292000,2019-11-20 07:23:03.096000,675.804,26,152,2,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e794c128844af110ba6f,5ac440da9534ba0001c736da,AWAITING REVIEW,2019-11-20 07:13:23.990000,2019-11-20 07:16:39.336000,195.346,38,399,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4e7efe0b21b4ba6ec516e,5bef695d6e213a000137c6ea,AWAITING REVIEW,2019-11-20 07:15:01.078000,2019-11-20 07:19:18.351000,257.273,36,458,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4e87dffc3d84a8bec7064,5aa02ab689de8200013f3dab,AWAITING REVIEW,2019-11-20 07:17:19.384000,2019-11-20 07:19:15.888000,116.504,21,283,4,98,,4D8547F3,United States,Other,English,United States,Male,Conservative,United States,No
5dd4e8e17cc9734a7a9b96a3,5d66cd8fbda509001a1bdefa,AWAITING REVIEW,2019-11-20 07:19:01.313000,2019-11-20 07:19:38.802000,37.489,38,97,1,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,,No
5dd4e9650605eb4b4bb15c6e,5a5da588f6c51700019527c4,AWAITING REVIEW,2019-11-20 07:21:13.985000,2019-11-20 07:22:48.889000,94.904,36,490,6,98,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,Yes
5dd4ea0ec944d14abb0dc5c8,5563984afdf99b672b5749b6,AWAITING REVIEW,2019-11-20 07:23:58.920000,2019-11-20 07:48:39.241000,1480.321,38,1129,9,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4ea30e4f4a04afd186713,5c9b11249cd82b00174fd7ad,AWAITING REVIEW,2019-11-20 07:24:34.534000,2019-11-20 07:27:34.189000,179.655,36,176,2,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4eb9bdd9a744b6eb182f8,5d1521eeb296b500017df9e4,AWAITING REVIEW,2019-11-20 07:30:43.418000,2019-11-20 07:36:47.153000,363.735,48,151,1,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Female,Conservative,United States,Yes
5dd4ec0b7d45954a1215010b,569ad7c8af9ad7000b64253d,AWAITING REVIEW,2019-11-20 07:32:31.949000,2019-11-20 07:34:03.540000,91.591,61,526,1,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4ed5c8a3c5e4b047fe491,5d64939d0d4a200001d27315,AWAITING REVIEW,2019-11-20 07:38:07.037000,2019-11-20 07:40:28.725000,141.688,27,64,0,100,,4D8547F3,United States,Full-Time,Spanish,Mexico,Male,Conservative,United States,No
5dd4edd0cf8e7e4af9e8b621,5da926115c6987001535a2da,AWAITING REVIEW,2019-11-20 07:40:14.883000,2019-11-20 07:42:14.022000,119.139,56,33,1,99,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,,No
5dd4ef7f307b8d4b5602efec,5c330cefca23620001b262b1,AWAITING REVIEW,2019-11-20 07:47:16.687000,2019-11-20 07:56:21.492000,544.805,54,88,0,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",DATA EXPIRED,United States,Female,Conservative,United States,DATA EXPIRED
5dd4f0723228864badfc720d,5a70abe2efd3a70001210578,AWAITING REVIEW,2019-11-20 07:51:16.918000,2019-11-20 07:58:11.594000,414.676,72,188,0,100,,4D8547F3,United States,Part-Time,English,United States,Female,Conservative,United States,No
5dd4f0c111d4944b40591e3d,5d1f71def861790016fafb83,AWAITING REVIEW,2019-11-20 07:52:40.870000,2019-11-20 07:57:35.161000,294.291,40,172,1,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4f1cdd3ac2a4b14a40cf1,55b6ed4afdf99b437183fa6f,AWAITING REVIEW,2019-11-20 07:57:04.143000,2019-11-20 08:03:18.074000,373.931,46,939,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4f375d3ac2a4ab2e7b0ef,5d9bfa529d2a70001886a197,AWAITING REVIEW,2019-11-20 08:04:15.128000,2019-11-20 08:08:56.727000,281.599,32,28,1,98,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Female,Conservative,United States,No
5dd4f42a7982974b90871bf9,5c634094e30ff200016baccb,AWAITING REVIEW,2019-11-20 08:07:48.668000,2019-11-20 08:10:35.584000,166.916,19,347,1,100,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,United States,No
5dd4f55680123f4bb7d67e05,5cb5405dc6a3a70018dd15a8,RETURNED,2019-11-20 08:12:08.362000,,47306.819012,20,122,2,98,,,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED,CONSENT REVOKED
5dd4f5af1c219b4b42007b0c,5c567e2acc53750001751cb0,AWAITING REVIEW,2019-11-20 08:13:38.090000,2019-11-20 08:18:52.619000,314.529,70,332,0,100,,4D8547F3,United States,"Not in paid work (e.g. homemaker', 'retired or disabled)",English,United States,Male,Conservative,United States,No
5dd4f997149f534b72cdc184,5db3b031efa9f6000cf02400,AWAITING REVIEW,2019-11-20 08:30:18.500000,2019-11-20 08:34:36.777000,258.277,21,77,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4fb1a7aa0d64c53ec5867,5d849ee0a954540019f513dd,AWAITING REVIEW,2019-11-20 08:36:44.278000,2019-11-20 08:39:53.644000,189.366,30,82,1,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4fb22eb39734aebaaa935,5d8bf44548909c00178989df,AWAITING REVIEW,2019-11-20 08:36:52.801000,2019-11-20 08:42:23.226000,330.425,29,83,0,100,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,United States,No
5dd4fc18e4bf204aeff6138b,5c1655c7ad682500017070d2,AWAITING REVIEW,2019-11-20 08:40:57.573000,2019-11-20 08:44:28.706000,211.133,31,344,0,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd4fd392a30ac4b959e88ac,5995be89f9db7d0001895993,AWAITING REVIEW,2019-11-20 08:45:53.976000,2019-11-20 08:55:06.116000,552.14,61,76,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd4ff5a4fee994b589c2b85,5b56abd5303c330001664b51,AWAITING REVIEW,2019-11-20 08:54:52.862000,2019-11-20 08:56:49.221000,116.359,34,564,7,98,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd500ccaf16d34ccf5967ae,5ccedad53734bb001b27a68b,AWAITING REVIEW,2019-11-20 09:01:03.248000,2019-11-20 09:07:35.809000,392.561,50,171,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd502293683dc4b1320fe69,5cbbc629781465000163932c,AWAITING REVIEW,2019-11-20 09:06:51.801000,2019-11-20 09:07:20.217000,28.416,24,77,3,93,,4D8547F3,United States,Other,English,United States,Male,Conservative,United States,No
5dd5026dcc19204b7bf09250,5b771a3d805c3f00012e07fe,AWAITING REVIEW,2019-11-20 09:07:59.036000,2019-11-20 09:10:39.123000,160.087,34,270,2,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,Germany,No
5dd50310e9a0ba4be82a7934,5be769f53b047e0001a39b01,AWAITING REVIEW,2019-11-20 09:10:43.218000,2019-11-20 09:21:47.102000,663.884,60,151,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United Kingdom,Female,Conservative,United States,No
5dd50483b039ab4ba6b99ee0,5c6f64cdcacbc8000113ed19,AWAITING REVIEW,2019-11-20 09:16:55.425000,2019-11-20 09:25:22.356000,506.931,52,225,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
5dd504969b61044bb97359c2,5da8c3e47757fd0017315b85,AWAITING REVIEW,2019-11-20 09:17:13.441000,2019-11-20 09:20:04.131000,170.69,21,27,0,100,,4D8547F3,United States,Other,English,United States,Male,Conservative,United States,Yes
5dd50556961cb34c54828827,5c1976c90d57c30001b4162c,AWAITING REVIEW,2019-11-20 09:20:34.633000,2019-11-20 09:30:44.109000,609.476,68,87,0,100,,4D8547F3,United States,Unemployed (and job seeking),English,United States,Female,Conservative,United States,No
5dd5069eef41974ba9852330,5bc8897f462bdb0001a61426,AWAITING REVIEW,2019-11-20 09:25:57.915000,2019-11-20 09:27:03.274000,65.359,37,500,1,100,,4D8547F3,United States,Due to start a new job within the next month,English,United States,Male,Conservative,United States,No
5dd506ef9b66eb4cf8e64e12,5c3d76866ce2f80001317da2,AWAITING REVIEW,2019-11-20 09:27:53.201000,2019-11-20 09:32:58.965000,305.764,59,350,0,100,,4D8547F3,United States,Part-Time,English,United States,Male,Conservative,Canada,No
5dd50764149f534b72cdc18f,5825dc1f7fcbaa000134776e,AWAITING REVIEW,2019-11-20 09:29:16.999000,2019-11-20 09:34:05.023000,288.024,60,1201,3,100,,4D8547F3,United States,Full-Time,English,United States,Male,Conservative,United States,No
5dd508f382a5274cc5217dfd,5d68617918cff500013f0bb8,AWAITING REVIEW,2019-11-20 09:35:50.477000,2019-11-20 09:40:50.084000,299.607,30,80,0,100,,4D8547F3,United States,Full-Time,English,United States,Female,Conservative,United States,No
